S221bbbbbb1CTE
,
(4.0, -3.0, 0.0)
(17.9, 7.2, 0.0)
(19.8, -11.2, 0.0)
(21.4, 0.7, 0.0)
(20.9, -0.2, 0.0)
(17.9, 0.7, 0.0)
(21.9, 1.6, 0.0)
(22.9, 1.6, 0.0)
(23.9, -0.2, 0.0)
(22.9, -0.2, 0.0)
(19.8, -6.1, 0.0)
(21.5, 9.8, 0.0)
(11.3, -3.3, 0.0)
(22.6, -3.8, 0.0)
|
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
