S1bbbbbbbbbbbb22BE
,
(3.0, -3.0, 0.0)
(8.4, -6.9, 0.0)
(7.9, -5.9, 0.0)
(10.9, -5.9, 0.0)
(9.9, -7.8, 0.0)
(6.9, -7.8, 0.0)
(4.9, -6.9, 0.0)
(5.9, -7.8, 0.0)
(11.9, -6.9, 0.0)
(8.9, -5.9, 0.0)
(9.9, -5.9, 0.0)
(7.9, -7.8, 0.0)
(6.9, -5.9, 0.0)
(10.9, -7.8, 0.0)
(17.3, 3.0, 0.0)
(0.4, -4.6, 0.0)
(15.8, -6.5, 0.0)
(24.4, -7.1, 0.0)
|
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
