S212bbbbbbbbbb1TTE
,
(3.0, -1.8, 0.0)
(16.4, -4.8, 0.0)
(17.1, -0.2, 0.0)
(3.7, 1.9, 0.0)
(2.8, 3.4, 0.0)
(2.8, 2.4, 0.0)
(4.6, 0.4, 0.0)
(4.6, -0.6, 0.0)
(2.8, 0.4, 0.0)
(4.6, 2.4, 0.0)
(4.6, 4.4, 0.0)
(4.6, 1.4, 0.0)
(2.8, 1.4, 0.0)
(2.8, 4.4, 0.0)
(17.3, -5.5, 0.0)
(10.4, -0.8, 0.0)
(11.7, -1.8, 0.0)
(16.3, -4.6, 0.0)
|
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
